participant_id,viewtime,test_qid,timetaken,answer,stanford_label,stanford_label_idx,stanford_sampleid,image_filename
24,100,55,2627,basenji,basenji,101,17253,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3489.jpg
25,1000,55,2765,basenji,basenji,101,17253,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3489.jpg
26,1000,55,3447,basenji,basenji,101,17253,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3489.jpg
27,1000,55,3071,basenji,basenji,101,17253,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3489.jpg
28,1000,55,4124,basenji,basenji,101,17253,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3489.jpg
29,100,55,3605,basenji,basenji,101,17253,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3489.jpg
0,100,56,4140,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
1,2500,56,6578,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
2,1000,56,4471,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
3,2500,56,5053,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
4,2500,56,4659,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
5,1000,56,3423,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
6,100,56,4880,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
7,1000,56,8626,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
8,100,56,4161,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
9,2500,56,5677,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
10,1000,56,3316,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
11,2500,56,5783,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
12,100,56,3972,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
13,2500,56,5272,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
14,1000,56,6828,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
15,100,56,3361,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
16,2500,56,5382,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
17,2500,56,4705,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
18,2500,56,4910,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
19,1000,56,4656,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
20,2500,56,7177,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
21,100,56,3264,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
22,100,56,93348,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
23,100,56,2801,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
24,100,56,4131,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
25,1000,56,5952,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
26,1000,56,4234,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
27,1000,56,2871,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
28,1000,56,8770,cairn,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
29,100,56,3211,Yorkshire_terrier,Yorkshire_terrier,36,6532,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_1869.jpg
0,100,57,4097,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
1,2500,57,6638,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
2,1000,57,3938,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
3,2500,57,5681,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
4,2500,57,4723,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
5,1000,57,3919,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
6,100,57,3237,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
7,1000,57,3553,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
8,100,57,3079,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
9,2500,57,6290,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
10,1000,57,3544,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
11,2500,57,6336,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
12,100,57,3017,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
13,2500,57,6238,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
14,1000,57,6673,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
15,100,57,3246,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
16,2500,57,5170,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
17,2500,57,5093,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
18,2500,57,4564,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
19,1000,57,4065,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
20,2500,57,5988,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
21,100,57,2857,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
22,100,57,2840,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
23,100,57,2507,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
24,100,57,3308,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
25,1000,57,3236,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
26,1000,57,3919,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
27,1000,57,2979,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
28,1000,57,3656,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
29,100,57,3126,miniature_poodle,miniature_poodle,114,19636,../StanfordDogs_Dataset/n02113712-miniature_poodle/n02113712_1036.jpg
0,100,58,3287,cairn,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
1,2500,58,5369,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
2,1000,58,3447,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
3,2500,58,7839,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
4,2500,58,5040,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
5,1000,58,3139,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
6,100,58,5245,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
7,1000,58,3605,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
8,100,58,3607,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
9,2500,58,6024,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
10,1000,58,3257,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
11,2500,58,12350,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
12,100,58,3355,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
13,2500,58,5236,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
14,1000,58,17842,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
15,100,58,2858,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
16,2500,58,5451,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
17,2500,58,5291,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
18,2500,58,4791,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
19,1000,58,3294,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
20,2500,58,6437,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
21,100,58,3098,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
22,100,58,2527,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
23,100,58,3491,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
24,100,58,12340,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
25,1000,58,3356,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
26,1000,58,3228,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
27,1000,58,3259,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
28,1000,58,4688,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
29,100,58,2842,Yorkshire_terrier,Yorkshire_terrier,36,6566,../StanfordDogs_Dataset/n02094433-Yorkshire_terrier/n02094433_2678.jpg
0,100,59,2610,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
1,2500,59,5270,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
2,1000,59,5007,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
3,2500,59,4961,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
4,2500,59,5559,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
5,1000,59,3638,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
6,100,59,3352,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
7,1000,59,2911,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
8,100,59,2753,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
9,2500,59,5263,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
10,1000,59,3329,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
11,2500,59,5647,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
12,100,59,3656,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
13,2500,59,5111,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
14,1000,59,7029,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
15,100,59,2724,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
16,2500,59,6353,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
17,2500,59,5219,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
18,2500,59,4655,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
19,1000,59,3688,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
20,2500,59,5968,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
21,100,59,2709,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
22,100,59,2438,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
23,100,59,2282,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
24,100,59,2701,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
25,1000,59,3507,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
26,1000,59,3331,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
27,1000,59,2684,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
28,1000,59,3356,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
29,100,59,2763,basenji,basenji,101,17267,../StanfordDogs_Dataset/n02110806-basenji/n02110806_3903.jpg
0,100,60,2807,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
1,2500,60,5044,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
2,1000,60,3720,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
3,2500,60,5351,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
4,2500,60,5069,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
5,1000,60,3377,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
6,100,60,3274,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
7,1000,60,3110,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
8,100,60,3261,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
9,2500,60,5650,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
10,1000,60,3168,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
11,2500,60,5759,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
12,100,60,6338,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
13,2500,60,5581,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
14,1000,60,23694,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
15,100,60,3246,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
16,2500,60,5739,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
17,2500,60,5073,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
18,2500,60,4427,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
19,1000,60,3238,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
20,2500,60,6387,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
21,100,60,3043,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
22,100,60,3001,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
23,100,60,2639,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
24,100,60,2732,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
25,1000,60,3683,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
26,1000,60,3357,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
27,1000,60,3171,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
28,1000,60,3605,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
29,100,60,3192,Staffordshire_bullterrier,Staffordshire_bullterrier,28,5232,../StanfordDogs_Dataset/n02093256-Staffordshire_bullterrier/n02093256_5139.jpg
0,100,61,3477,basenji,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
1,2500,61,5529,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
2,1000,61,3591,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
3,2500,61,5416,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
4,2500,61,5048,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
5,1000,61,3227,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
6,100,61,3134,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
7,1000,61,3304,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
8,100,61,2829,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
9,2500,61,5083,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
10,1000,61,3125,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
11,2500,61,8048,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
12,100,61,2606,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
13,2500,61,5922,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
14,1000,61,7116,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
15,100,61,2476,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
16,2500,61,6281,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
17,2500,61,4926,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
18,2500,61,4687,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
19,1000,61,3558,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
20,2500,61,5642,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
21,100,61,2954,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
22,100,61,2470,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
23,100,61,2943,German_shepherd,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
24,100,61,2660,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
25,1000,61,3499,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
26,1000,61,3299,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
27,1000,61,2949,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
28,1000,61,3581,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
29,100,61,3088,Eskimo_dog,Eskimo_dog,97,16646,../StanfordDogs_Dataset/n02109961-Eskimo_dog/n02109961_843.jpg
0,100,62,4240,Border_collie,Border_collie,81,14018,../StanfordDogs_Dataset/n02106166-Border_collie/n02106166_7329.jpg
1,2500,62,5478,Border_collie,Border_collie,81,14018,../StanfordDogs_Dataset/n02106166-Border_collie/n02106166_7329.jpg
2,1000,62,3616,Border_collie,Border_collie,81,14018,../StanfordDogs_Dataset/n02106166-Border_collie/n02106166_7329.jpg
3,2500,62,5963,Border_collie,Border_collie,81,14018,../StanfordDogs_Dataset/n02106166-Border_collie/n02106166_7329.jpg
4,2500,62,5821,Border_collie,Border_collie,81,14018,../StanfordDogs_Dataset/n02106166-Border_collie/n02106166_7329.jpg
5,1000,62,3327,Border_collie,Border_collie,81,14018,../StanfordDogs_Dataset/n02106166-Border_collie/n02106166_7329.jpg
